Id,SalePrice
478,157329.046943765
479,157182.321241397
480,181371.842760685
481,204461.704073875
482,193546.120772953
483,171189.723978824
484,121629.427978822
485,181502.238296567
486,210420.16777522
487,171556.864518437
488,209195.318389377
489,146908.703096479
490,146697.102612799
491,102827.091388536
492,178441.484300302
493,192327.999849988
494,143420.929551421
495,183376.62397701
496,89604.6154625742
497,134315.36904595
498,164417.170424082
499,189469.386776399
500,198554.021371729
501,111169.637890879
502,149305.867657839
503,194823.313001473
504,146009.803955734
505,202873.595305208
506,204433.809277598
507,220564.797567958
508,163398.336764172
509,236839.612474603
510,135430.764625263
511,224193.920534766
512,160696.368506742
513,186050.584867276
514,145865.829355023
515,194093.025661693
516,204976.208587447
517,221180.462978813
518,179523.198516571
519,170113.199369908
520,188893.232758834
521,159072.732260411
522,168474.609879627
523,146862.120988452
524,140745.319584712
525,207186.183351068
526,158240.088879316
527,181107.299959729
528,164034.317178068
529,222224.999641726
530,189035.091580248
531,186852.815343352
532,125837.654136254
533,200142.226501397
534,178636.994834381
535,193834.988385675
536,226701.333866204
537,185513.522404772
538,214420.356703767
539,231390.799026238
540,95590.2866917893
541,144214.028154156
542,134660.139873504
543,161396.403379213
544,150657.817484481
545,167578.42236968
546,139367.171527906
547,190572.566961803
548,162597.785153968
549,130214.559342384
550,130335.927040529
551,162471.904656457
552,190805.362987319
553,109345.545484744
554,235403.254592284
555,178255.800217835
556,188809.660019444
557,233040.284747199
558,184640.859535263
559,103741.040714053
560,133989.944616772
561,142342.122065057
562,164773.453626892
563,109733.576944041
564,251600.687643151
565,224381.50574509
566,196252.434777431
567,226102.085978395
568,124817.336809609
569,177612.305161515
570,213111.069049921
571,161060.132224747
572,122515.098364176
573,162746.926709126
574,165357.221867648
575,186331.904883192
576,149400.091252456
577,194309.349253031
578,181437.219866151
579,203585.700613088
580,135298.294080215
581,167636.828064596
582,147864.315948067
583,195890.483870782
584,131842.958663991
585,172424.505531018
586,234625.968531752
587,200817.103229925
588,212739.796990412
589,150298.740483796
590,151230.475408075
591,205243.772574444
592,236301.648627159
593,209948.226456178
594,247921.209051689
595,134264.29725764
596,166728.67154695
597,207692.043428458
598,172744.345023143
599,189131.649086296
600,146065.619782806
601,205183.472156601
602,202904.324474392
603,132075.673612438
604,184949.506751707
605,97859.1618646793
606,120917.595220194
607,155775.006569955
608,171451.985346603
609,214122.448694562
610,198383.082924093
611,135414.07786656
612,112327.833841542
613,142563.503752718
614,220386.045557961
615,93106.6158898152
616,195382.524757348
617,185551.326746073
618,192709.582268374
619,194950.548199763
620,140667.557089935
621,182627.590323226
622,191463.273612015
623,255057.417386813
624,182594.761967861
625,148995.821479944
626,189661.522430101
627,203004.069820164
628,182239.027913971
629,243873.017537335
630,133305.45997295
631,169938.064211354
632,141909.86806056
633,184372.000502893
634,205300.737529515
635,181588.179887387
636,150245.884827819
637,165558.369652105
638,186279.581364056
639,152595.695016982
640,130353.07698322
641,237840.535203137
642,177722.658469207
643,224725.487928854
644,168796.340580983
645,148205.435261618
646,135971.248397637
647,216046.131300486
648,138172.849509621
649,244697.511341075
650,198676.583222321
651,95802.9085318104
652,172639.443906681
653,136137.197740208
654,139197.01690278
655,146749.317554144
656,225080.343768382
657,179590.607816546
658,133676.809407751
659,174452.764572283
660,163494.5561062
661,163834.467696895
662,160392.153319166
663,181300.923928638
664,194397.668313807
665,221809.277223868
666,192288.302255346
667,152461.632536627
668,189988.652826914
669,166620.542915545
670,105576.6462196
671,134254.127304779
672,178190.512853156
673,131452.152924627
674,221446.677002239
675,172001.954038979
676,182370.884861772
677,201977.781246919
678,158127.600705885
679,200894.430895089
680,150731.848717204
681,154530.104736455
682,181911.149297838
683,196770.627721263
684,146636.485911698
685,187218.86428873
686,134887.855349182
687,200394.124386987
688,179856.676676824
689,173259.953434026
690,199919.669647106
691,180992.713696561
692,176097.557689823
693,142347.99289762
694,208402.421076796
695,174857.183365824
696,179993.648966226
697,186326.178910213
698,129436.772464488
699,157002.736764666
700,206272.315874977
701,185919.250873601
702,192989.28820158
703,210510.272210727
704,206846.393416702
705,129474.472963048
706,161790.331719033
707,166844.519974489
708,209349.010395196
709,197839.285861579
710,100981.98771602
711,170459.245704304
712,164190.645782904
713,153226.717941381
714,174096.47310859
715,116550.139037125
716,141176.469284996
717,179839.595172146
718,188038.594494467
719,149020.803697855
720,181628.097532611
721,179047.865701599
722,154720.986665428
723,158121.01900515
724,181345.406958383
725,156123.690953726
726,140231.111679379
727,146398.363991503
728,143624.64967943
729,184771.560962594
730,200270.099782092
731,226126.047732751
732,189701.635396038
733,164091.769214579
734,195882.501643554
735,156096.30817391
736,193744.425609619
737,178997.03512461
738,190778.471169417
739,150834.106551199
740,157938.985743469
741,190590.584789158
742,100789.75348004
743,136071.600620852
744,189180.555585607
745,160150.607163001
746,195856.605949598
747,197249.043974263
748,102232.302090236
749,179728.364314548
750,202418.037019325
751,159470.989325901
752,201311.435222129
753,290599.385479691
754,212815.368498626
755,181337.359537677
756,212551.104516628
757,256811.352413857
758,175611.606156323
759,217733.52431424
760,150527.957757966
761,201108.514678146
762,142400.943510127
763,213106.682230621
764,211525.824025697
765,205372.997787358
766,201947.988125808
767,232737.634217969
768,173756.454002239
769,111807.678264995
770,238568.361650558
771,159036.173821324
772,173830.771125265
773,184463.449517867
774,192751.80724785
775,179979.178791441
776,172142.635867928
777,271649.223494578
778,139362.753913209
779,158236.445598352
780,195639.107000923
781,217772.170733398
782,153107.407803158
783,155287.485187017
784,112009.885565509
785,132358.904077822
786,95204.5149201683
787,158313.902850081
788,188131.933005762
789,197327.015073814
790,176964.051767497
791,175867.851160092
792,200808.812403779
793,143848.330986386
794,150592.272069467
795,127726.052033004
796,231275.991034148
797,158377.754423826
798,166394.560432177
799,132711.787653273
800,164300.267394561
801,172218.466225204
802,157026.118647454
803,180214.880819061
804,145326.299550477
805,151537.874863073
806,162173.716649125
807,159843.603875008
808,198892.023940567
809,159319.046812943
810,147205.497499842
811,225899.891399653
812,192311.508714057
813,114772.444449478
814,201093.246772104
815,145385.377979339
816,227912.784166334
817,233161.401342475
818,224813.696333709
819,344469.622681444
820,164027.260350369
821,192075.743681547
822,211428.585230283
823,154380.160591204
824,135867.078453116
825,194115.015221563
826,247065.462632351
827,211822.447287758
828,203304.080118269
829,194287.397405223
830,148752.251352215
831,180389.53415501
832,167079.517472253
833,161114.136060283
834,158796.721537803
835,192222.133598979
836,234697.805280067
837,159351.622600201
838,160617.114948224
839,147258.906208604
840,151524.421266302
841,105564.779542859
842,198534.889939914
843,126102.939605925
844,190471.95694698
845,128510.91629775
846,136028.628349572
847,168193.529528901
848,165266.302579555
849,154365.867319393
850,154163.478364922
851,137128.364569774
852,196584.624539855
853,167513.564750369
854,143112.856110055
855,167014.347545049
856,121966.86069007
857,125125.039974925
858,246909.022081213
859,172214.941674645
860,202290.578842232
861,238618.19510445
862,212309.450264526
863,183052.387221437
864,214605.778891696
865,257923.535295924
866,195820.167533473
867,215026.977436876
868,140070.255807535
869,137530.179257055
870,177068.756470417
871,180161.918465931
872,124746.814051147
873,219462.198724464
874,142634.1929722
875,190338.485001348
876,182485.23416543
877,151133.506304175
878,158636.818250241
879,154762.767430467
880,284027.469809338
881,169812.007008413
882,172993.096120267
883,236499.234163859
884,186373.544160828
885,137857.782782635
886,132063.511829446
887,154748.158960138
888,189518.642190238
889,235463.721016847
890,188355.842799218
891,202633.462533875
892,232511.831539092
893,108421.79493837
894,193782.689942694
895,170502.495135939
896,147861.546226993
897,155852.165210974
898,122403.08486874
899,214310.287191658
900,154192.086344522
901,129134.319082281
902,185905.995905757
903,182170.405939712
904,133424.275605082
905,201989.522963825
906,259310.932990942
907,175197.749981227
908,158087.425286229
909,148444.966372552
910,152457.225631289
911,179989.635378807
912,123832.634553324
913,186834.628932859
914,221832.670138058
915,150879.359551983
916,195309.935888258
917,206606.214062937
918,137093.564245379
919,184100.167575623
920,175400.178051584
921,147407.704179369
922,113252.981585818
923,215278.546186347
924,257954.325705837
925,165146.920897167
926,157214.010701686
927,195121.882976481
928,168465.880308318
929,139448.961064675
930,187146.448220187
931,197656.263290621
932,147866.249924375
933,92032.0566273795
934,197246.57375745
935,192650.146341455
936,162544.536288498
937,171297.986284138
938,169619.426926297
939,189402.721151236
940,230183.413303227
941,199956.503337871
942,192329.946782193
943,205756.367904062
944,242311.452545159
945,200920.879878268
946,236840.514976615
947,196567.835822979
948,138346.690538669
949,159005.49338324
950,139967.160167768
951,132714.340734961
952,191143.315538663
953,190095.164417583
954,194504.349059666
955,124669.505302578
956,213527.922067164
957,186273.305064263
958,125277.229998233
959,172112.739301196
960,119267.311520119
961,210238.848247052
962,222053.546872789
963,155527.6718911
964,122179.751228833
965,146699.434899249
966,126461.33303093
967,118536.431199173
968,250915.417864916
969,174708.777430742
970,141777.067603549
971,109972.901148299
972,151063.681277664
973,241747.757760107
974,239547.861971851
975,157446.348525327
976,136352.634301042
977,136808.070185562
978,148417.439065208
979,194425.119415256
980,170220.61903051
981,167872.864260161
982,155460.403223469
983,153496.584562812
984,139971.681100887
985,163594.533751471
986,135744.891536423
987,76517.6745389421
988,192677.558565744
989,190971.049439783
990,158056.391595877
991,192741.414432713
992,198209.547465408
993,195849.628203892
994,148353.520673028
995,184540.779728962
996,173798.212856189
997,148934.566634431
998,173995.241480321
999,170837.97913114
1000,157804.178320374
1001,176220.228965013
1002,232970.645026262
1003,201299.940423905
1004,128182.276321924
1005,119595.615268488
1006,120985.028987859
1007,145848.996121864
1008,165824.555143653
1009,151754.468901776
1010,125749.3240785
1011,137642.911456353
1012,190147.39549105
1013,165988.909971317
1014,176297.92647598
1015,156357.904127
1016,147109.775737148
1017,142231.780697202
1018,165646.55112173
1019,122058.220257542
1020,199754.042367291
1021,185084.647962367
1022,173513.765098539
1023,122369.908491642
1024,190095.543548083
1025,107709.007358451
1026,165626.695736161
1027,188548.666688968
1028,148370.342848557
1029,199269.254991632
1030,176419.839301447
1031,175582.453006847
1032,170727.483126159
1033,259886.552595615
1034,126040.698339974
1035,177111.620057571
1036,188244.850766806
1037,151669.917634096
1038,169106.358037949
1039,220466.396726289
1040,218379.161617299
1041,150624.226319154
1042,148235.937051391
1043,248407.638814694
1044,212030.433383365
1045,183023.326947927
1046,260659.474382997
1047,183769.230484411
1048,194059.98310684
1049,184727.22766535
1050,140160.676382126
1051,159146.762322518
1052,180683.352559711
1053,118349.828433039
1054,200906.595153281
1055,179551.757326922
1056,162980.197397536
1057,140069.628836944
1058,188328.988286274
1059,191821.365826266
1060,123304.128469951
1061,182729.710499367
1062,165945.990866137
1063,182272.430437497
1064,155390.833155063
1065,164142.859723293
1066,173136.159525015
1067,226229.216316611
1068,164668.148735623
1069,161382.433350574
1070,155278.059158529
1071,126846.144379667
1072,141744.810631459
1073,100886.516207068
1074,178470.943981036
1075,107890.459940225
1076,150115.710474141
1077,235863.934711678
1078,158061.205792722
1079,154186.317452545
1080,157040.123743289
1081,127757.588643222
1082,168195.067674223
1083,184632.718238447
1084,153855.085672111
1085,151209.419430751
1086,133757.186104035
1087,179523.464515804
1088,136234.984400091
1089,138660.840749011
1090,178229.975333497
1091,162084.063626416
1092,162802.946028593
1093,223332.889849742
1094,109571.843014404
1095,175744.360865396
1096,190981.779770594
1097,160217.626823725
1098,226029.946316047
1099,193007.206438361
1100,220030.956304767
1101,129170.502308575
1102,195221.717255958
1103,129963.844470889
1104,174495.104532541
1105,144638.987962108
1106,163343.084279085
1107,200518.295597758
1108,164893.163349482
1109,224319.269793551
1110,130787.16100894
1111,141870.200137562
1112,190902.336909495
1113,159659.140128804
1114,186238.507919165
1115,220906.096755969
1116,159634.731788229
1117,133022.033937172
1118,145563.736807816
1119,243793.947559721
1120,179067.623540948
1121,145164.65342005
1122,100124.254603797
1123,210009.378427921
1124,201406.142354506
1125,193135.320772093
1126,215192.752945923
1127,178700.206599451
1128,160440.208063419
1129,175532.927296807
1130,166194.454810342
1131,207590.926039639
1132,172890.88258794
1133,147150.564101017
1134,167676.624221166
1135,156145.779278591
1136,155763.655989038
1137,122339.956037118
1138,187535.517374609
1139,182731.707661227
1140,155228.913806507
1141,170990.467521696
1142,132063.864535338
1143,165185.302732825
1144,152273.070077417
1145,122980.737491237
1146,202747.27125355
1147,120923.766734584
1148,274478.794482355
1149,158088.997159699
1150,158874.802157985
1151,229538.217171482
1152,146613.483090957
1153,115657.127608816
1154,158385.817058695
1155,116469.594124477
1156,131256.130156028
1157,142917.818193665
1158,225635.156225996
1159,135441.484850425
1160,169774.446266239
1161,151166.367632959
1162,154543.531772999
1163,155432.897904915
1164,122481.803043577
1165,197401.946774082
1166,205231.602886723
1167,123434.508997385
1168,182200.030076144
1169,187320.280675636
1170,203413.734632706
1171,190915.831111685
1172,221032.77387743
1173,163525.721867808
1174,172915.840574503
1175,181450.663766993
1176,192637.815685353
1177,212595.096674474
1178,212865.970186232
1179,156364.467672478
1180,148900.94348053
1181,180205.536922949
1182,169874.674815308
1183,152876.913529448
1184,202725.070949682
1185,157931.43843747
1186,169677.248753805
1187,278835.761799987
1188,98918.6615717015
1189,210402.529359196
1190,147224.390273874
1191,235395.743834785
1192,156198.60324639
1193,202247.218490924
1194,161000.873971083
1195,221635.111578477
1196,144456.694834186
1197,207806.235607449
1198,251167.8985321
1199,159888.305286114
1200,149779.693693647
1201,169704.479172386
1202,128296.188119141
1203,225373.456910498
1204,141600.951133987
1205,165177.786818759
1206,202952.741065353
1207,143854.859561722
1208,195951.909556576
1209,163376.802918764
1210,160995.780347916
1211,151892.061891557
1212,148361.298268226
1213,140216.006060179
1214,146650.166272379
1215,198485.28608025
1216,208157.918351037
1217,130299.083310578
1218,216617.128848142
1219,199945.40482374
1220,179156.046947416
1221,223277.302108126
1222,187122.926183605
1223,147109.843862385
1224,192099.271984265
1225,230671.614200138
1226,194235.296913548
1227,143080.459909781
1228,162377.240421332
1229,264103.825009232
1230,158278.972313761
1231,150844.435691637
1232,126967.092483243
1233,202917.643520356
1234,154979.155690917
1235,202400.070779057
1236,150882.28442151
1237,223863.449022579
1238,130996.09164836
1239,190624.737677643
1240,163362.064400335
1241,161642.992099081
1242,82689.6137686146
1243,163027.842234954
1244,145783.979113239
1245,160596.025789382
1246,187264.464569051
1247,136807.667089979
1248,144447.730233538
1249,156108.679302596
1250,107414.710594613
1251,143347.480957784
1252,113483.434441628
1253,177085.87123128
1254,183577.376022517
1255,241982.796670087
1256,184569.663924351
1257,165479.628143919
1258,167775.891130111
1259,198356.124054909
1260,148318.406822747
1261,202897.251629778
1262,184766.897454881
1263,216035.669547756
1264,165258.05471726
1265,159008.052340776
1266,197852.530525828
1267,166062.768020948
1268,216978.107904264
1269,138233.74204384
1270,218453.798251781
1271,201231.197291876
1272,158011.832920115
1273,182025.525514824
1274,123267.348030424
1275,193502.200632022
1276,115739.881715082
1277,192763.198953741
1278,169631.42666123
1279,200142.198522659
1280,153152.227327812
1281,183017.295606559
1282,164590.040322586
1283,205131.970988659
1284,179875.753745363
1285,149889.145046114
1286,174106.961900897
1287,169997.684454127
1288,195890.900905943
1289,146058.566245072
1290,177022.128479661
1291,143705.394855555
1292,159223.532938188
1293,207859.699347567
1294,144778.580897228
1295,123885.432187867
1296,238928.146478015
1297,152333.56498836
1298,156530.650168635
1299,101602.137744634
1300,133907.288404074
1301,161964.709460697
1302,173488.391573443
1303,140199.305536282
1304,113115.682404317
1305,196534.329389186
1306,152282.225412789
1307,188793.684135762
1308,125202.852503338
1309,168302.490787661
1310,193171.496223023
1311,215402.006353136
1312,176035.245543947
1313,226217.978303261
1314,197368.374538678
1315,186186.645846075
1316,153801.655765744
1317,156608.920450038
1318,167747.518799224
1319,222335.081068988
1320,182779.010571983
1321,140151.694506928
1322,165659.358826228
1323,146835.491665566
1324,140883.397110903
1325,128750.581976415
1326,147653.067169307
1327,176138.131308782
1328,129658.449370272
1329,175173.189774496
1330,209310.232266136
1331,154852.246739127
1332,233958.579151634
1333,125167.741395379
1334,206219.112392455
1335,281757.889011177
1336,178755.87900825
1337,203395.674795427
1338,184623.153255586
1339,106728.816145987
1340,189447.179495418
1341,229961.183550821
1342,94583.7589953248
1343,164413.099356909
1344,182059.77737312
1345,148873.77876005
1346,159413.717190098
1347,156395.93575608
1348,193355.296349296
1349,117681.867401663
1350,177391.726836384
1351,159531.275860736
1352,153400.234618976
1353,187030.979611191
1354,141188.588871968
1355,224238.846910314
1356,143485.172699049
1357,212920.078223886
1358,173113.97865889
1359,165923.593378368
1360,151898.68484513
1361,121065.055904003
1362,147560.095820646
1363,194116.828453063
1364,109138.362296738
1365,219008.575710449
1366,250950.145026422
1367,154412.966913435
1368,167561.093407253
1369,201970.030582105
1370,187049.217482833
1371,194268.517788109
1372,161258.775092659
1373,197394.967397284
1374,147822.319591421
1375,131680.022827152
1376,145842.666987112
1377,178502.133654547
1378,137925.077652363
1379,205273.482989745
1380,190788.332606687
1381,160649.077550476
1382,162483.687946592
1383,126526.30803542
1384,74106.5571854187
1385,120414.950354851
1386,179899.619730237
1387,189358.867617274
1388,160856.491454883
1389,177803.576695526
1390,186341.922673058
1391,167315.334829167
1392,214059.545410665
1393,197726.54325187
1394,177729.881115453
1395,147377.156868251
1396,166543.322992561
1397,218349.471190274
1398,137528.794898527
1399,183282.045502324
1400,194109.777327708
1401,130058.71930735
1402,149000.681937828
1403,175860.370873168
1404,182171.51695732
1405,212429.73350513
1406,157181.372547246
1407,208523.221703422
1408,235552.904456593
1409,170107.559475852
1410,127471.198819968
1411,168317.022159837
1412,168689.879018367
1413,200272.484496417
1414,187469.34955911
1415,257163.116831428
1416,209709.965054337
1417,78921.236165941
1418,120095.417642834
1419,223215.786096332
1420,117674.805297119
1421,225006.269726858
1422,158718.903378376
1423,187154.286006261
1424,170294.718982447
1425,209832.493756482
1426,201537.614804423
1427,153564.26065129
1428,162798.210431067
1429,112417.583391878
1430,202540.975096752
1431,230909.68993097
1432,145816.867527218
1433,195967.542306002
1434,149526.698429754
1435,216650.849754319
1436,143879.642962047
1437,211122.827463195
1438,167227.117912551
1439,157171.964990967
1440,220981.429962604
1441,174707.883872917
1442,168286.722336174
1443,186990.077046301
1444,203041.898084708
1445,168383.768897904
1446,119542.862760425
1447,219865.5485294
1448,211193.995994805
1449,183158.560826399
1450,132772.074615812
1451,231324.636520557
1452,168418.594646868
1453,157937.712825566
1454,195598.128118442
1455,179309.187375124
1456,161276.190432942
1457,197648.555300948
1458,160666.936356507
1459,129350.994607573
1460,143409.601148358
1461,184521.206641868
1462,121569.920339071
1463,156041.693217591
1464,160495.615784188
1465,166900.676407763
1466,143664.661608713
1467,141649.411857693
1468,141033.332677434
1469,182532.963766692
1470,121276.58340295
1471,193167.648104559
1472,156420.871836574
1473,218230.485427733
1474,228696.772985111
1475,132847.391341527
1476,222579.046732482
1477,160161.879673654
1478,156016.099035161
1479,108044.71250788
1480,195710.311226934
1481,164972.968194372
1482,136440.091619904
1483,170366.487257539
1484,198048.907535418
1485,143432.190104613
1486,169125.369994591
1487,155756.178976379
1488,173646.588842921
1489,238508.67058794
1490,156228.860416458
1491,154491.684204052
1492,128061.612711559
1493,184754.716942632
1494,169648.380407626
1495,149851.561446969
1496,155253.804498832
